CustomerID,MerchantName,TransactionRank,TransactionRedeemedPoints,TransactionValue,TransactionFrom(days),CustomerLastTransactionFrom(days)
6872,Marketplace Central,2,1411,141.1,35,35
6873,Zest Market,1,2040,204,216,104
6873,Zest Market,2,533,53.3,104,104
6874,Marketplace Central,1,1220,122,288,288
6875,Family Grocers,1,2300,230,246,246
6876,Herbal Wellness,1,1140,114,423,423
6877,Zest Market,1,1340,134,334,334
6878,Marketplace Central,1,1800,180,10,10
6879,Marketplace Central,1,1940,194,219,219
6880,Marketplace Central,1,2000,200,141,141
6881,Family Grocers,1,2519,251.9,252,252
6882,Family Grocers,1,640,64,249,249
6883,Threads Royale,1,1750,175,269,269
6884,Threads Royale,1,1340,134,196,196
6885,Family Grocers,1,800,80,161,161
6886,Marketplace Central,1,2080,208,31,31
6887,Zest Market,1,2420,242,38,38
6888,Family Grocers,1,2293,229.3,243,243
6889,Marketplace Central,1,1020,102,332,141
6889,Marketplace Central,2,740,74,141,141
6890,Marketplace Central,1,2870,287,20,20
6891,Marketplace Central,1,600,60,270,126
6891,Marketplace Central,2,120,12,217,126
6891,Marketplace Central,3,140,14,126,126
6892,Family Grocers,1,2990,299,256,256
6893,Grill Emperor,1,1920,192,367,143
6893,Grill Emperor,2,1700,170,143,143
6894,Marketplace Central,1,1196,119.6,34,34
6895,Marketplace Central,1,1220,122,173,173
6896,Grill Emperor,1,1260,126,117,117
6897,Marketplace Central,1,1407,140.7,41,41
6898,Family Grocers,1,2027,202.7,252,252
6899,Marketplace Central,1,3720,372,62,62
6900,Family Grocers,1,1480,148,39,39
6901,Marketplace Central,1,1960,196,14,14
6902,Herbal Wellness,1,1540,154,418,418
6903,Marketplace Central,1,2600,260,87,87
6904,Family Grocers,1,2577,257.7,300,300
6905,Threads Royale,1,740,74,269,269
6906,Aroma Beans,1,1500,150,271,271
6907,Smokehouse Grill,1,1780,178,284,284
6908,Marketplace Central,1,340,34,249,249
6909,Marketplace Central,1,2680,268,16,16
6910,Quick Stop,1,660,66,66,66
6911,Marketplace Central,1,4290,429,251,77
6911,Marketplace Central,2,3220,322,77,77
6912,Herbal Wellness,1,1990,199,257,257
6913,Zest Market,1,3240,324,72,72
6914,Grill Emperor,1,1400,140,364,71
6914,Marketplace Central,1,1120,112,71,71
6915,Herbal Wellness,1,1500,150,435,96
6915,Herbal Wellness,2,750,75,258,96
6915,Herbal Wellness,3,800,80,96,96
6916,Marketplace Central,1,1910,191,259,259
6917,Marketplace Central,1,2050,205,256,256
6918,Marketplace Central,1,1940,194,93,93
6919,Threads Royale,1,2480,248,71,71
6920,Aroma Beans,1,1480,148,296,296
6921,Marketplace Central,1,1440,144,292,292
6922,Grill Emperor,1,2500,250,346,346
6923,Marketplace Central,1,1260,126,241,241
6924,Marketplace Central,1,2490,249,20,20
6925,Marketplace Central,1,2500,250,47,47
6926,Marketplace Central,1,7500,750,55,55
6927,Marketplace Central,1,3000,300,20,20
6928,Grill Emperor,1,3712,371.2,137,137
6929,Marketplace Central,1,50,5,27,27
6930,Marketplace Central,1,2000,200,26,26
6931,Marketplace Central,1,2860,286,3,3
6932,Marketplace Central,1,1960,196,29,29
6933,Threads Royale,1,2280,228,111,111
6934,Herbal Wellness,1,1530,153,198,198
6935,Nuts & Seeds Co.,1,1840,184,34,34
6936,Family Grocers,1,1899,189.9,269,269
6937,Family Grocers,1,980,98,74,74
6938,Marketplace Central,1,3100,310,267,267
6939,Marketplace Central,1,1840,184,183,183
6940,Threads Royale,1,2410,241,254,254
6941,Zest Market,1,1600,160,27,27
6942,Grill Emperor,1,2659,265.9,313,313
6943,Marketplace Central,1,1840,184,4,4
6944,Marketplace Central,1,2800,280,69,69
6945,Threads Royale,1,1000,100,323,323
6946,Marketplace Central,1,1920,192,30,30
6947,Grill Emperor,1,1820,182,2,2
6948,Marketplace Central,1,2900,290,137,137
6949,Marketplace Central,1,3840,384,127,127
6950,Grill Emperor,1,560,56,294,294
6951,Zest Market,1,660,66,41,41
6952,Marketplace Central,1,2430,243,251,83
6952,Zest Market,1,4680,468,83,83
6953,Marketplace Central,1,8860,886,258,258
6954,Marketplace Central,1,1460,146,220,220
6955,Zest Market,1,740,74,42,42
6956,Grill Emperor,1,1160,116,329,329
6957,Grill Emperor,1,2540,254,62,62
6958,Zanobia Textiles,1,11040,1104,7,7
6959,Marketplace Central,1,966,96.6,24,24
6960,Marketplace Central,1,2060,206,221,221
6961,Marketplace Central,1,1920,192,2,2
6962,Smokehouse Grill,1,5597,559.7,290,290
6963,Marketplace Central,1,1680,168,245,245
6964,Zest Market,1,2320,232,23,23
6965,Herbal Wellness,1,640,64,259,259
6966,Family Grocers,1,1942,194.2,136,136
6967,Family Grocers,1,1720,172,236,236
6968,Marketplace Central,1,6840,684,27,27
6969,Marketplace Central,1,580,58,216,216
6970,Family Grocers,1,2105,210.5,245,245
6971,Family Grocers,1,900,90,296,296
6972,Marketplace Central,1,1540,154,251,251
6973,Threads Royale,1,3520,352,267,267
6974,Marketplace Central,1,11490,1149,269,269
6975,Marketplace Central,1,2160,216,330,330
6976,Marketplace Central,1,740,74,25,25
6977,Marketplace Central,1,2380,238,58,58
6978,Family Grocers,1,2000,200,310,310
6979,Marketplace Central,1,1070,107,271,271
6980,Family Grocers,1,847,84.7,259,259
6981,Marketplace Central,1,1040,104,239,239
6982,Aroma Beans,1,880,88,293,27
6982,Zest Market,1,505,50.5,27,27
6983,Threads Royale,1,1060,106,295,295
6984,Zest Market,1,2143,214.3,209,209
6985,Marketplace Central,1,350,35,27,27
6986,Smokehouse Grill,1,1200,120,429,41
6986,Smokehouse Grill,2,1460,146,164,41
6986,Smokehouse Grill,3,699,69.9,41,41
6987,Threads Royale,1,1200,120,325,325
6988,Marketplace Central,1,4070,407,270,270
6989,Marketplace Central,1,3220,322,99,99
6990,Family Grocers,1,5220,522,294,20
6990,Family Grocers,2,1260,126,163,20
6990,Zest Market,1,1358,135.8,20,20
6991,Family Grocers,1,4980,498,315,315
6992,Marketplace Central,1,210,21,27,27
6993,Family Grocers,1,7713,771.3,167,68
6993,Family Grocers,2,900,90,121,68
6993,Marketplace Central,1,540,54,68,68
6994,Marketplace Central,1,600,60,267,267
6994,Smokehouse Grill,1,2320,232,370,267
6995,Threads Royale,1,2020,202,173,173
6996,Zest Market,1,1918,191.8,336,336
6997,Family Grocers,1,3020,302,293,68
6997,Marketplace Central,1,1420,142,68,68
6998,Family Grocers,1,820,82,297,297
6999,Marketplace Central,1,2613,261.3,6,6
7000,Herbal Wellness,1,1700,170,411,27
7000,Herbal Wellness,2,1980,198,27,27
7000,Herbal Wellness,3,266,26.6,27,27
7001,Marketplace Central,1,14450,1445,6,6
7002,Cakeland,1,2130,213,139,139
7003,Marketplace Central,1,1180,118,298,298
7004,Zest Market,1,2968,296.8,178,178
7005,Herbal Wellness,1,3030,303,354,6
7005,Herbal Wellness,2,640,64,322,6
7005,Herbal Wellness,3,880,88,273,6
7005,Herbal Wellness,4,1100,110,187,6
7005,Herbal Wellness,5,800,80,137,6
7005,Herbal Wellness,6,900,90,79,6
7005,Herbal Wellness,7,990,99,41,6
7005,Herbal Wellness,8,660,66,6,6
7006,Family Grocers,1,900,90,310,310
7007,Marketplace Central,1,2000,200,34,34
7008,Marketplace Central,1,1410,141,260,260
7009,Marketplace Central,1,1760,176,159,159
7010,Herbal Wellness,1,1570,157,258,258
7011,Marketplace Central,1,7000,700,20,20
7012,Marketplace Central,1,9680,968,14,14
7013,Marketplace Central,1,900,90,320,320
7014,Threads Royale,1,1990,199,256,256
7015,Zest Market,1,1120,112,381,64
7015,Zest Market,2,1010,101,64,64
7016,Herbal Wellness,1,980,98,341,341
7017,Family Grocers,1,1894,189.4,283,283
7018,Marketplace Central,1,2380,238,34,34
7019,Zest Market,1,1400,140,26,26
7020,Marketplace Central,1,1880,188,63,63
7021,Marketplace Central,1,1220,122,156,156
7022,Smokehouse Grill,1,2140,214,421,232
7022,Smokehouse Grill,2,920,92,232,232
7023,Threads Royale,1,2830,283,6,6
7024,Family Grocers,1,2398,239.8,258,258
7025,Family Grocers,1,2674,267.4,148,148
7026,Marketplace Central,1,1598,159.8,177,177
7027,Grandpa’s Kitchen,1,1565,156.5,14,14
7028,Cakeland,1,2700,270,30,30
7029,Marketplace Central,1,2050,205,20,20
7030,City Squad Fashions,1,13720,1372,141,141
7031,Threads Royale,1,43000,4300,266,266
7032,Marketplace Central,1,2160,216,27,27
7033,Cakeland,1,1480,148,20,20
7034,Marketplace Central,1,1320,132,92,92
7035,Family Grocers,1,2570,257,282,282
7036,Marketplace Central,1,1990,199,269,269
7037,Rainbow Electronics,1,1280,128,355,355
7038,Family Grocers,1,1016,101.6,157,157
7039,Zest Market,1,1620,162,351,351
7040,Breeze Spaces,1,4000,400,306,306
7041,Marketplace Central,1,2120,212,189,189
7042,Marketplace Central,1,2380,238,60,60
7043,Threads Royale,1,4500,450,178,178
7044,Zest Market,1,600,60,391,391
7045,Threads Royale,1,2260,226,118,118
7046,Marketplace Central,1,8000,800,322,20
7046,Marketplace Central,2,1800,180,55,20
7046,Threads Royale,1,5120,512,20,20
7047,Marketplace Central,1,1340,134,74,74
7048,Threads Royale,1,1540,154,85,85
7049,Family Grocers,1,2231,223.1,98,98
7050,Zest Market,1,1325,132.5,456,144
7050,Zest Market,2,1060,106,392,144
7050,Zest Market,3,1760,176,292,144
7050,Zest Market,4,640,64,258,144
7050,Zest Market,5,762,76.2,144,144
7051,Marketplace Central,1,2314,231.4,80,80
7052,Threads Royale,1,610,61,20,20
7053,Marketplace Central,1,1240,124,31,31
7054,Marketplace Central,1,1540,154,129,129
7055,Marketplace Central,1,1400,140,118,118
7056,Marketplace Central,1,1980,198,164,164
7057,Marketplace Central,1,5400,540,224,224
7058,Grill Emperor,1,1912,191.2,258,258
7059,City Squad Fashions,1,4720,472,61,61
7060,Marketplace Central,1,1720,172,325,325
7061,Family Grocers,1,1097,109.7,238,238
7062,Marketplace Central,1,1120,112,61,61
7063,Zest Market,1,1270,127,51,51
7064,Marketplace Central,1,2760,276,45,45
7065,Zest Market,1,5000,500,336,20
7065,Zest Market,2,1100,110,257,20
7065,Zest Market,3,4420,442,20,20
7066,Marketplace Central,1,3250,325,34,34
7067,Family Grocers,1,1083,108.3,307,307
7068,Threads Royale,1,3000,300,244,244
7069,Family Grocers,1,2526,252.6,293,293
7070,Marketplace Central,1,1636,163.6,112,112
7071,Family Grocers,1,2334,233.4,293,293
7072,Marketplace Central,1,1280,128,194,194
7073,Marketplace Central,1,2160,216,23,23
7074,Marketplace Central,1,1849,184.9,279,279
7075,Family Grocers,1,563,56.3,98,98
7076,Cakeland,1,1400,140,262,262
7077,Marketplace Central,1,1220,122,249,249
7078,Marketplace Central,1,3020,302,264,264
7079,Marketplace Central,1,1900,190,13,13
7080,Marketplace Central,1,2460,246,34,34
7081,Family Grocers,1,1960,196,246,246
7082,Marketplace Central,1,1820,182,75,75
7083,Grill Emperor,1,740,74,418,11
7083,Marketplace Central,1,1020,102,11,11
7084,Family Grocers,1,2021,202.1,98,98
7085,Threads Royale,1,1860,186,173,173
7086,Marketplace Central,1,880,88,301,301
7087,Grill Emperor,1,1136,113.6,363,363
7088,Family Grocers,1,1469,146.9,199,199
7089,Threads Royale,1,2820,282,358,86
7089,Threads Royale,2,740,74,295,86
7089,Threads Royale,3,620,62,256,86
7089,Threads Royale,4,740,74,191,86
7089,Threads Royale,5,1280,128,86,86
7090,Zest Market,1,1300,130,259,259
7091,Family Grocers,1,2391,239.1,191,191
7092,Marketplace Central,1,5800,580,180,180
7093,Threads Royale,1,1420,142,100,100
7094,Family Grocers,1,1906,190.6,249,249
7095,City Squad Fashions,1,29080,2908,92,92
7096,Gizmo Genius,1,2310,231,251,251
7097,Marketplace Central,1,5824,582.4,133,133
7098,Threads Royale,1,1540,154,229,229
7099,Grill Emperor,1,4180,418,38,38
7100,Marketplace Central,1,1075,107.5,6,6
7101,Threads Royale,1,1800,180,190,190
7102,Family Grocers,1,11674,1167.4,299,34
7102,Marketplace Central,1,15960,1596,34,34
7103,Marketplace Central,1,1380,138,200,200
7104,Marketplace Central,1,1420,142,60,60
7105,Marketplace Central,1,4710,471,250,250
7106,Marketplace Central,1,1950,195,256,256
7107,Marketplace Central,1,2209,220.9,81,81
7108,Marketplace Central,1,2870,287,27,27
7109,Marketplace Central,1,2220,222,34,34
7110,Marketplace Central,1,1400,140,269,269
7111,Threads Royale,1,8000,800,39,39
7112,Zest Market,1,578,57.8,20,20
7113,Marketplace Central,1,1060,106,14,14
7114,Marketplace Central,1,1180,118,82,82
7115,Family Grocers,1,2571,257.1,287,287
7116,Threads Royale,1,1720,172,34,34
7117,Family Grocers,1,1300,130,184,184
7118,Family Grocers,1,2232,223.2,82,82
7119,Zest Market,1,2580,258,184,184
7120,Family Grocers,1,1356,135.6,93,93
7121,Family Grocers,1,120,12,172,172
7122,Grill Emperor,1,1110,111,358,358
7123,Grill Emperor,1,1000,100,302,302
7124,Threads Royale,1,1280,128,266,266
7125,Family Grocers,1,1953,195.3,263,263
7126,Threads Royale,1,3160,316,20,20
7127,Family Grocers,1,1033,103.3,249,249
7128,Family Grocers,1,1580,158,274,274
7129,Zest Market,1,819,81.9,210,210
7130,Marketplace Central,1,1560,156,211,211
7131,Marketplace Central,1,18660,1866,203,32
7131,Marketplace Central,2,9060,906,103,32
7131,Marketplace Central,3,3620,362,53,32
7131,Marketplace Central,4,1300,130,32,32
7132,Nuts & Seeds Co.,1,1440,144,307,307
7133,Marketplace Central,1,2400,240,300,300
7134,Threads Royale,1,3140,314,217,142
7134,Threads Royale,2,460,46,142,142
7135,Herbal Wellness,1,2720,272,7,7
7136,Marketplace Central,1,2301,230.1,27,27
7137,Threads Royale,1,2960,296,178,178
7138,Herbal Wellness,1,1300,130,172,172
7139,Marketplace Central,1,3000,300,47,47
7140,Marketplace Central,1,2540,254,17,17
7141,Marketplace Central,1,1800,180,55,55
7142,Marketplace Central,1,2640,264,55,55
7143,Marketplace Central,1,5070,507,13,13
7144,Marketplace Central,1,7160,716,235,55
7144,Marketplace Central,2,700,70,198,55
7144,Marketplace Central,3,1420,142,149,55
7144,Marketplace Central,4,2120,212,55,55
7145,City Squad Fashions,1,1660,166,165,165
7146,Lola Market,1,1552,155.2,20,20
7147,Marketplace Central,1,13580,1358,270,27
7147,Marketplace Central,2,40000,4000,112,27
7147,Marketplace Central,3,22420,2242,27,27
7147,Gizmo Genius,1,35460,3546,295,27
7147,Zest Market,1,34248,3424.8,387,27
7148,Family Grocers,1,664,66.4,227,227
7149,Grill Emperor,1,1980,198,289,289
7150,Marketplace Central,1,2360,236,108,108
7151,Family Grocers,1,2324,232.4,301,301
7152,Marketplace Central,1,5360,536,231,231
7153,Family Grocers,1,1180,118,177,177
7154,Family Grocers,1,320,32,255,41
7154,Marketplace Central,1,444,44.4,41,41
7154,Nuts & Seeds Co.,1,280,28,337,41
7154,Nuts & Seeds Co.,2,240,24,337,41
7154,Nuts & Seeds Co.,3,300,30,161,41
7155,Marketplace Central,1,1700,170,127,127
7156,Marketplace Central,1,1030,103,165,36
7156,Marketplace Central,2,980,98,36,36
7157,Grill Emperor,1,4080,408,18,18
7158,Marketplace Central,1,2470,247,270,270
7159,Family Grocers,1,2,0.2,345,345
7159,Family Grocers,2,0,0,345,345
7160,Grill Emperor,1,1860,186,226,226
7161,Marketplace Central,1,1540,154,266,266
7162,Marketplace Central,1,1130,113,259,259
7163,Family Grocers,1,2000,200,266,266
7164,Grill Emperor,1,2671,267.1,314,314
7165,Threads Royale,1,1770,177,271,271
7166,Zest Market,1,1768,176.8,131,131
7167,Marketplace Central,1,3850,385,253,13
7167,Marketplace Central,2,3100,310,13,13
7168,Marketplace Central,1,2600,260,41,41
7169,Marketplace Central,1,969,96.9,106,106
7170,Marketplace Central,1,2540,254,7,7
7171,Marketplace Central,1,1500,150,129,129
7172,Family Grocers,1,1227,122.7,228,228
7173,Marketplace Central,1,1000,100,49,49
7174,Family Grocers,1,4146,414.6,112,112
7175,Family Grocers,1,29520,2952,283,27
7175,Family Grocers,2,2097,209.7,254,27
7175,Marketplace Central,1,13010,1301,27,27
7176,Threads Royale,1,66010,6601,20,20
7177,Family Grocers,1,2280,228,268,268
7178,Marketplace Central,1,1840,184,244,244
7179,Marketplace Central,1,2200,220,200,200
7180,Marketplace Central,1,1380,138,13,13
7181,Zest Market,1,1480,148,115,115
7182,Marketplace Central,1,1830,183,13,13
7183,Grill Emperor,1,3000,300,9,9
7184,Grill Emperor,1,951,95.1,5,5
7185,Marketplace Central,1,2720,272,83,83
7186,Marketplace Central,1,1360,136,289,289
7187,Marketplace Central,1,7550,755,20,20
7188,Family Grocers,1,2680,268,157,157
7189,Marketplace Central,1,560,56,206,206
7190,Marketplace Central,1,700,70,47,41
7190,Marketplace Central,2,1300,130,43,41
7190,Nuts & Seeds Co.,1,1340,134,41,41
7190,Zest Market,1,1745,174.5,41,41
7191,Family Grocers,1,2700,270,299,299
7192,Grill Emperor,1,1160,116,34,34
7192,Cakeland,1,1810,181,271,34
7193,Family Grocers,1,2320,232,59,59
7194,Marketplace Central,1,28210,2821,34,34
7194,Marketplace Central,2,18550,1855,34,34
7195,Smokehouse Grill,1,1350,135,260,260
7196,Zest Market,1,1970,197,20,20
7197,Herbal Wellness,1,970,97,20,20
7198,Marketplace Central,1,5600,560,98,98
7199,Marketplace Central,1,2260,226,264,264
7200,Marketplace Central,1,2000,200,52,52
7201,Marketplace Central,1,1280,128,230,230
7202,Threads Royale,1,1780,178,63,63
7203,Marketplace Central,1,2180,218,65,65
7204,Threads Royale,1,400,40,305,305
7205,Family Grocers,1,1008,100.8,243,243
7206,Marketplace Central,1,870,87,304,304
7207,Playland,1,7990,799,6,6
7208,Grill Emperor,1,1781,178.1,145,145
7209,Family Grocers,1,1620,162,244,244
7210,Marketplace Central,1,2240,224,47,47
7211,Marketplace Central,1,1860,186,127,127
7212,Marketplace Central,1,2970,297,270,270
7213,Threads Royale,1,1290,129,34,34
7214,Marketplace Central,1,4520,452,150,150
7215,Marketplace Central,1,2120,212,4,4
7216,Nuts & Seeds Co.,1,1400,140,29,29
7217,Marketplace Central,1,2000,200,133,133
7218,Threads Royale,1,3260,326,62,62
7219,Marketplace Central,1,400,40,256,256
7219,Zest Market,1,4060,406,289,256
7220,Zest Market,1,1268,126.8,362,27
7220,Zest Market,2,860,86,27,27
7221,Family Grocers,1,2358,235.8,91,91
7222,Grill Emperor,1,1543,154.3,288,288
7223,Family Grocers,1,1986,198.6,295,295
7224,Marketplace Central,1,2680,268,160,160
7225,Marketplace Central,1,1940,194,2,2
7226,Marketplace Central,1,1825,182.5,323,323
7227,Peppers Diner,1,2740,274,266,162
7227,Threads Royale,1,1240,124,162,162
7228,Marketplace Central,1,3980,398,250,250
7229,Family Grocers,1,2190,219,188,188
7230,Family Grocers,1,0,0,352,351
7230,Family Grocers,2,0,0,352,351
7230,Family Grocers,3,0,0,352,351
7230,Family Grocers,4,0,0,352,351
7230,Marketplace Central,1,0,0,352,351
7230,Marketplace Central,2,0,0,351,351
7230,Marketplace Central,3,0,0,351,351
7231,Marketplace Central,1,1540,154,38,38
7232,Marketplace Central,1,3650,365,269,269
7233,Family Grocers,1,445,44.5,309,213
7233,Family Grocers,2,318,31.8,236,213
7233,Family Grocers,3,128,12.8,213,213
7234,Threads Royale,1,3200,320,91,91
7235,Zest Market,1,2669,266.9,191,191
7236,Marketplace Central,1,2500,250,194,194
7237,Zest Market,1,3100,310,390,390
7238,Grill Emperor,1,1760,176,218,218
7239,Marketplace Central,1,3440,344,312,312
7240,Marketplace Central,1,2740,274,33,33
7241,Family Grocers,1,2100,210,292,292
7242,Marketplace Central,1,1240,124,278,278
7243,Marketplace Central,1,2720,272,215,215
7244,Aroma Beans,1,1573,157.3,298,298
7245,Grill Emperor,1,1800,180,182,182
7246,Marketplace Central,1,1899,189.9,212,77
7246,Marketplace Central,2,520,52,77,77
7247,Marketplace Central,1,1720,172,137,137
7248,Marketplace Central,1,2740,274,270,156
7248,Marketplace Central,2,880,88,156,156
7249,Family Grocers,1,8604,860.4,250,250
7250,Marketplace Central,1,980,98,247,247
7251,Marketplace Central,1,1876,187.6,65,65
7252,Marketplace Central,1,2660,266,22,22
7253,Marketplace Central,1,3480,348,165,165
7254,Smokehouse Grill,1,1800,180,276,276
7255,Marketplace Central,1,1780,178,324,33
7255,Marketplace Central,2,1160,116,171,33
7255,Marketplace Central,3,1260,126,33,33
7256,Family Grocers,1,1800,180,78,78
7257,Family Grocers,1,972,97.2,291,291
7258,Grill Emperor,1,1550,155,449,66
7258,Marketplace Central,1,1380,138,277,66
7258,Marketplace Central,2,1160,116,66,66
7259,Herbal Wellness,1,1260,126,376,376
7260,Family Grocers,1,1179,117.9,178,178
7261,Marketplace Central,1,2000,200,197,197
7262,Marketplace Central,1,9600,960,317,31
7262,Marketplace Central,2,5740,574,81,31
7262,Marketplace Central,3,1320,132,31,31
7263,Family Grocers,1,2000,200,290,290
7264,Marketplace Central,1,1680,168,108,108
7265,Grill Emperor,1,2260,226,40,40
7266,Marketplace Central,1,21260,2126,5,5
7267,Family Grocers,1,1899,189.9,277,231
7267,Family Grocers,2,157,15.7,266,231
7267,Marketplace Central,1,140,14,231,231
7268,Grill Emperor,1,2020,202,71,71
7269,Marketplace Central,1,770,77,251,34
7269,Marketplace Central,2,940,94,34,34
7269,Zest Market,1,1743,174.3,447,34
7270,Marketplace Central,1,4960,496,33,33
7271,Marketplace Central,1,1520,152,271,271
7272,Marketplace Central,1,2060,206,64,64
7273,Zest Market,1,580,58,408,308
7273,Zest Market,2,800,80,308,308
7274,Herbal Wellness,1,1550,155,271,271
7275,Herbal Wellness,1,1720,172,223,223
7276,Smokehouse Grill,1,760,76,219,219
7277,Family Grocers,1,1791,179.1,156,156
7278,Grill Emperor,1,1773,177.3,35,35
7279,Zest Market,1,3343,334.3,56,56
7280,Family Grocers,1,3170,317,261,1
7280,Zest Market,1,1400,140,1,1
7281,Marketplace Central,1,1720,172,178,178
7282,Marketplace Central,1,1000,100,308,308
7283,Family Grocers,1,1800,180,186,186
7284,Marketplace Central,1,1260,126,18,18
7285,Marketplace Central,1,2408,240.8,245,25
7285,Marketplace Central,2,1080,108,25,25
7286,Marketplace Central,1,2420,242,82,82
7287,Marketplace Central,1,9420,942,20,20
7288,Marketplace Central,1,17120,1712,93,93
7289,Marketplace Central,1,16840,1684,329,55
7289,Marketplace Central,2,7900,790,190,55
7289,Marketplace Central,3,7900,790,55,55
7290,Marketplace Central,1,950,95,260,260
7291,Marketplace Central,1,1700,170,9,9
7292,Marketplace Central,1,10460,1046,269,34
7292,Marketplace Central,2,6440,644,34,34
7293,Zest Market,1,1505,150.5,365,365
7294,Marketplace Central,1,740,74,180,117
7294,Marketplace Central,2,1540,154,117,117
7295,Marketplace Central,1,700,70,215,215
7296,Zest Market,1,1502,150.2,251,251
7297,Family Grocers,1,1260,126,261,261
7298,Grill Emperor,1,1300,130,413,413
7299,Marketplace Central,1,2530,253,26,26
7300,Family Grocers,1,1768,176.8,114,114
7301,Zest Market,1,1266,126.6,383,278
7301,Zest Market,2,144,14.4,278,278
7302,Family Grocers,1,6049,604.9,292,292
7303,Marketplace Central,1,1580,158,27,27
7303,Zest Market,1,2340,234,380,27
7304,Family Grocers,1,969,96.9,243,243
7305,Family Grocers,1,2115,211.5,52,52
7305,Marketplace Central,1,1560,156,134,52
7306,Marketplace Central,1,1680,168,259,259
7307,Cakeland,1,700,70,238,238
7308,Family Grocers,1,2800,280,150,150
7309,Marketplace Central,1,3240,324,234,234
7310,Family Grocers,1,3400,340,163,163
7311,Zest Market,1,9060,906,44,44
7312,Marketplace Central,1,1800,180,186,186
7313,Marketplace Central,1,2020,202,153,153
7314,Zest Market,1,4278,427.8,253,253
7315,Grill Emperor,1,2704,270.4,287,102
7315,Grill Emperor,2,2463,246.3,285,102
7315,Grill Emperor,3,3060,306,102,102
7316,Smokehouse Grill,1,2280,228,32,32
7317,Marketplace Central,1,1800,180,217,57
7317,Marketplace Central,2,526,52.6,57,57
7318,Marketplace Central,1,9380,938,286,20
7318,Marketplace Central,2,3855,385.5,131,20
7318,Marketplace Central,3,2280,228,20,20
7319,Family Grocers,1,7875,787.5,262,54
7319,Marketplace Central,1,14340,1434,54,54
7320,Family Grocers,1,1439,143.9,299,299
7321,Smokehouse Grill,1,1400,140,247,247
7322,Smokehouse Grill,1,12042,1204.2,325,233
7322,Smokehouse Grill,2,8000,800,233,233
7323,Marketplace Central,1,6760,676,31,31
7324,Marketplace Central,1,1250,125,250,250
7325,Family Grocers,1,855,85.5,208,208
7326,Marketplace Central,1,940,94,251,27
7326,Marketplace Central,2,1420,142,27,27
7327,Zest Market,1,1260,126,187,187
7328,Grill Emperor,1,2840,284,102,102
7329,Marketplace Central,1,1120,112,247,247
7330,Grill Emperor,1,1720,172,461,461
7331,Family Grocers,1,6352,635.2,162,162
7332,Marketplace Central,1,1540,154,23,23
7333,Family Grocers,1,4000,400,39,39
7334,Marketplace Central,1,1020,102,246,72
7334,Marketplace Central,2,460,46,72,72
7335,Marketplace Central,1,4800,480,184,12
7335,Marketplace Central,2,3160,316,12,12
7336,Marketplace Central,1,5324,532.4,269,269
7337,Grill Emperor,1,900,90,344,344
7338,Marketplace Central,1,9540,954,269,269
7339,Nuts & Seeds Co.,1,2180,218,30,30
7340,Marketplace Central,1,1220,122,202,27
7340,Marketplace Central,2,400,40,27,27
7341,Zest Market,1,1560,156,338,338
7342,Cakeland,1,2070,207,20,20
7343,Marketplace Central,1,6525,652.5,246,51
7343,Marketplace Central,2,2420,242,51,51
7344,Threads Royale,1,600,60,271,271
7345,Zest Market,1,2807,280.7,175,175
7346,Marketplace Central,1,2840,284,85,81
7346,Marketplace Central,2,11180,1118,81,81
7347,Marketplace Central,1,2180,218,34,34
7348,Marketplace Central,1,1660,166,41,41
7349,Family Grocers,1,2100,210,280,280
7350,Marketplace Central,1,5000,500,327,41
7350,Marketplace Central,2,2000,200,269,41
7350,Marketplace Central,3,2020,202,201,41
7350,Marketplace Central,4,6000,600,41,41
7351,Family Grocers,1,3480,348,284,161
7351,Family Grocers,2,884,88.4,161,161
7352,Marketplace Central,1,1320,132,36,36
7353,Smokehouse Grill,1,1680,168,315,315
7354,Marketplace Central,1,2490,249,34,34
7355,Marketplace Central,1,1840,184,68,68
7356,Marketplace Central,1,1000,100,123,123
7357,Zest Market,1,563,56.3,352,352
7358,Grill Emperor,1,1700,170,384,384
7359,Marketplace Central,1,5600,560,69,69
7360,Threads Royale,1,980,98,271,271
7361,Marketplace Central,1,2770,277,20,20
7362,Marketplace Central,1,18160,1816,14,14
7363,Grill Emperor,1,1820,182,6,6
7364,Marketplace Central,1,1560,156,86,86
7365,Family Grocers,1,810,81,301,301
7366,Marketplace Central,1,1160,116,198,198
7367,Zest Market,1,2220,222,222,222
7368,Peppers Diner,1,1200,120,258,258
7369,Family Grocers,1,1114,111.4,268,268
7370,Marketplace Central,1,2900,290,68,68
7371,Marketplace Central,1,2700,270,70,70
7372,Marketplace Central,1,2000,200,316,316
7373,Threads Royale,1,3480,348,268,67
7373,Threads Royale,2,2800,280,67,67
7374,Threads Royale,1,1980,198,247,247
7375,Zest Market,1,6860,686,132,132
7376,Threads Royale,1,3640,364,183,183
7377,Family Grocers,1,1165,116.5,249,151
7377,Family Grocers,2,390,39,151,151
7377,Marketplace Central,1,850,85,257,151
7378,Family Grocers,1,1215,121.5,255,255
7379,Smokehouse Grill,1,2460,246,63,63
7380,Marketplace Central,1,2000,200,239,239
7381,Marketplace Central,1,2680,268,66,66
7382,Marketplace Central,1,1400,140,17,17
7383,Nuts & Seeds Co.,1,2750,275,306,306
